,Total_Insured,County_State,Total_Uninsured,Year,State_Code,County_Code,Poverty_percent_in_County,Total_Poverty_in_County,Uninsured_percent
2401,17739,"Lawrence County, SD",1866,2016,46,81,11.9,2907,9.517980107
2402,46501,"Lincoln County, SD",2582,2016,46,83,3.7,2007,5.260477151
2403,2643,"Lyman County, SD",569,2016,46,85,22.3,860,17.71481943
2404,4044,"McCook County, SD",432,2016,46,87,10,545,9.651474531
2405,1585,"McPherson County, SD",180,2016,46,89,15.1,340,10.19830028
2406,3186,"Marshall County, SD",625,2016,46,91,11,508,16.39989504
2407,20539,"Meade County, SD",2349,2016,46,93,9.9,2666,10.26301992
2408,1371,"Mellette County, SD",317,2016,46,95,33,676,18.77962085
2409,1620,"Miner County, SD",154,2016,46,97,12.2,272,8.680947012
2410,143450,"Minnehaha County, SD",15523,2016,46,99,9.9,18046,9.764551213
2411,4575,"Moody County, SD",782,2016,46,101,10.5,676,14.59772261
2412,10796,"Oglala Lakota County, SD",1983,2016,46,102,40.7,5854,15.51764614
2413,79662,"Pennington County, SD",9220,2016,46,103,14.5,15515,10.37330393
2414,1941,"Perkins County, SD",311,2016,46,105,12.7,374,13.80994671
2415,1448,"Potter County, SD",159,2016,46,107,9.8,219,9.894212819
2416,6634,"Roberts County, SD",1458,2016,46,109,17.9,1801,18.01779535
2417,1762,"Sanborn County, SD",178,2016,46,111,11.7,268,9.175257732
