,NIC_PT,NAME,NUI_PT,time,state,county,SAEPOVRTALL_PT,SAEPOVALL_PT,unemployed_percentage,State,County
10867,5330,"Quitman County, MS",1500,2011,28,119,37.5,2983,14.9, MS,Quitman County
10868,101679,"Rankin County, MS",19386,2011,28,121,10.8,14932,6.4, MS,Rankin County
10869,17992,"Scott County, MS",6777,2011,28,123,25.1,7036,8.4, MS,Scott County
10870,3288,"Sharkey County, MS",876,2011,28,125,35,1688,14.6, MS,Sharkey County
10871,18096,"Simpson County, MS",4926,2011,28,127,24.2,6465,9.1, MS,Simpson County
10872,10699,"Smith County, MS",3109,2011,28,129,21.2,3452,8.2, MS,Smith County
10873,11248,"Stone County, MS",3124,2011,28,131,19.3,3184,10.8, MS,Stone County
10874,17120,"Sunflower County, MS",4694,2011,28,133,41.8,10272,15.1, MS,Sunflower County
10875,8716,"Tallahatchie County, MS",2447,2011,28,135,35.9,4616,12.1, MS,Tallahatchie County
10876,18937,"Tate County, MS",4878,2011,28,137,18.7,5136,10.4, MS,Tate County
10877,14333,"Tippah County, MS",4279,2011,28,139,21.5,4684,11.8, MS,Tippah County
10878,12231,"Tishomingo County, MS",3642,2011,28,141,17.4,3357,12.1, MS,Tishomingo County
10879,7826,"Tunica County, MS",1701,2011,28,143,30,3148,14.5, MS,Tunica County
10880,17759,"Union County, MS",5462,2011,28,145,19.2,5186,9.9, MS,Union County
10881,9716,"Walthall County, MS",3169,2011,28,147,26.1,3982,12.0, MS,Walthall County
10882,33808,"Warren County, MS",7648,2011,28,149,22.4,10711,10.2, MS,Warren County
10883,34844,"Washington County, MS",8897,2011,28,151,37.4,18616,15.5, MS,Washington County
10884,13702,"Wayne County, MS",3901,2011,28,153,29.6,6056,11.4, MS,Wayne County
10885,6709,"Webster County, MS",1847,2011,28,155,21.5,2203,10.4, MS,Webster County
10886,5651,"Wilkinson County, MS",1570,2011,28,157,35,2978,13.0, MS,Wilkinson County
10887,11948,"Winston County, MS",3537,2011,28,159,23.5,4388,13.3, MS,Winston County
10888,8227,"Yalobusha County, MS",2139,2011,28,161,23.8,2946,11.8, MS,Yalobusha County
10889,16563,"Yazoo County, MS",4153,2011,28,163,33.2,7910,12.0, MS,Yazoo County
10890,16003,"Adair County, MO",3612,2011,29,001,25.1,5697,8.6, MO,Adair County
10891,12274,"Andrew County, MO",2084,2011,29,003,9.4,1599,6.9, MO,Andrew County
10892,3632,"Atchison County, MO",681,2011,29,005,12.5,682,8.2, MO,Atchison County
10893,16223,"Audrain County, MO",3667,2011,29,007,17.3,4081,8.2, MO,Audrain County
10894,22936,"Barry County, MO",5892,2011,29,009,18,6283,9.0, MO,Barry County
10895,8231,"Barton County, MO",1953,2011,29,011,18.6,2264,8.8, MO,Barton County
10896,11340,"Bates County, MO",2481,2011,29,013,16.8,2792,10.1, MO,Bates County
10897,11107,"Benton County, MO",2878,2011,29,015,17.3,3263,10.9, MO,Benton County
10898,8259,"Bollinger County, MO",2025,2011,29,017,17.3,2113,9.0, MO,Bollinger County
10899,121008,"Boone County, MO",20580,2011,29,019,19.5,30568,5.7, MO,Boone County
10900,61582,"Buchanan County, MO",11978,2011,29,021,17.8,15146,8.1, MO,Buchanan County
10901,29078,"Butler County, MO",6356,2011,29,023,22.1,9330,9.0, MO,Butler County
10902,6127,"Caldwell County, MO",1426,2011,29,025,14,1274,8.7, MO,Caldwell County
10903,30086,"Callaway County, MO",5039,2011,29,027,14.1,5681,7.6, MO,Callaway County
10904,27122,"Camden County, MO",6336,2011,29,029,15.5,6671,11.1, MO,Camden County
10905,53352,"Cape Girardeau County, MO",9119,2011,29,031,17.1,12409,6.7, MO,Cape Girardeau County
10906,6254,"Carroll County, MO",1213,2011,29,033,13.1,1195,10.5, MO,Carroll County
10907,4109,"Carter County, MO",1177,2011,29,035,24.7,1560,11.3, MO,Carter County
10908,73783,"Cass County, MO",11284,2011,29,037,10.3,10144,8.5, MO,Cass County
10909,8601,"Cedar County, MO",2193,2011,29,039,26.6,3651,8.7, MO,Cedar County
10910,4983,"Chariton County, MO",988,2011,29,041,14.4,1082,9.0, MO,Chariton County
10911,56681,"Christian County, MO",11517,2011,29,043,11.9,9277,7.4, MO,Christian County
10912,4612,"Clark County, MO",1136,2011,29,045,15.4,1061,10.0, MO,Clark County
10913,170818,"Clay County, MO",25607,2011,29,047,8.7,19335,7.4, MO,Clay County
10914,14565,"Clinton County, MO",2716,2011,29,049,12.1,2455,8.9, MO,Clinton County
10915,54297,"Cole County, MO",7777,2011,29,051,12.3,8779,6.3, MO,Cole County
10916,11367,"Cooper County, MO",2204,2011,29,053,15.7,2527,9.0, MO,Cooper County
10917,16900,"Crawford County, MO",3771,2011,29,055,20.5,4993,10.9, MO,Crawford County
10918,4875,"Dade County, MO",1303,2011,29,057,19.6,1502,9.3, MO,Dade County
10919,11136,"Dallas County, MO",2708,2011,29,059,21.5,3559,11.0, MO,Dallas County
10920,5249,"Daviess County, MO",1465,2011,29,061,18.4,1491,8.9, MO,Daviess County
10921,6474,"DeKalb County, MO",1213,2011,29,063,16.2,1488,8.0, MO,DeKalb County
10922,10202,"Dent County, MO",2417,2011,29,065,20.9,3227,9.7, MO,Dent County
10923,8539,"Douglas County, MO",2287,2011,29,067,23.7,3171,10.2, MO,Douglas County
10924,21639,"Dunklin County, MO",4779,2011,29,069,28.1,8768,12.1, MO,Dunklin County
10925,73747,"Franklin County, MO",13109,2011,29,071,10,10114,9.4, MO,Franklin County
10926,9728,"Gasconade County, MO",2246,2011,29,073,14.3,2123,8.8, MO,Gasconade County
10927,4285,"Gentry County, MO",1141,2011,29,075,17.5,1163,6.9, MO,Gentry County
10928,189106,"Greene County, MO",39498,2011,29,077,17.5,46460,7.3, MO,Greene County
10929,6622,"Grundy County, MO",1395,2011,29,079,19.2,1891,7.1, MO,Grundy County
10930,5664,"Harrison County, MO",1317,2011,29,081,17.1,1493,8.5, MO,Harrison County
10931,14527,"Henry County, MO",3232,2011,29,083,18.6,4080,9.7, MO,Henry County
10932,5102,"Hickory County, MO",1657,2011,29,085,22.7,2161,11.7, MO,Hickory County
10933,3051,"Holt County, MO",726,2011,29,087,13,614,7.2, MO,Holt County
10934,6696,"Howard County, MO",1298,2011,29,089,16.1,1527,8.2, MO,Howard County
10935,27118,"Howell County, MO",6322,2011,29,091,22.9,9140,9.6, MO,Howell County
10936,6892,"Iron County, MO",1659,2011,29,093,23.9,2478,14.1, MO,Iron County
10937,477437,"Jackson County, MO",105061,2011,29,095,18.7,124814,9.5, MO,Jackson County
10938,80131,"Jasper County, MO",20554,2011,29,097,16.8,19411,7.6, MO,Jasper County
10939,167036,"Jefferson County, MO",25090,2011,29,099,11.2,24380,8.8, MO,Jefferson County
10940,37211,"Johnson County, MO",7165,2011,29,101,16.4,8135,9.1, MO,Johnson County
10941,2468,"Knox County, MO",789,2011,29,103,21.8,879,7.2, MO,Knox County
10942,24317,"Laclede County, MO",5496,2011,29,105,17,5960,11.3, MO,Laclede County
10943,23145,"Lafayette County, MO",4119,2011,29,107,12.6,4086,9.1, MO,Lafayette County
10944,25626,"Lawrence County, MO",6460,2011,29,109,17.1,6474,8.3, MO,Lawrence County
10945,6571,"Lewis County, MO",1380,2011,29,111,16.7,1572,7.0, MO,Lewis County
10946,39525,"Lincoln County, MO",7227,2011,29,113,13.2,6902,10.1, MO,Lincoln County
10947,8484,"Linn County, MO",1633,2011,29,115,16.8,2080,11.9, MO,Linn County
10948,9380,"Livingston County, MO",1847,2011,29,117,15.6,2137,7.6, MO,Livingston County
10949,14898,"McDonald County, MO",5002,2011,29,119,22.7,5150,8.4, MO,McDonald County
10950,10171,"Macon County, MO",2210,2011,29,121,17.3,2640,8.3, MO,Macon County
10951,8068,"Madison County, MO",1935,2011,29,123,21.6,2580,10.4, MO,Madison County
10952,5925,"Maries County, MO",1553,2011,29,125,18.2,1644,8.4, MO,Maries County
10953,19731,"Marion County, MO",3608,2011,29,127,15.6,4277,7.5, MO,Marion County
10954,2394,"Mercer County, MO",642,2011,29,129,16,599,6.7, MO,Mercer County
10955,16561,"Miller County, MO",4196,2011,29,131,19.4,4735,11.5, MO,Miller County
10956,8370,"Mississippi County, MO",2016,2011,29,133,30.8,3819,9.6, MO,Mississippi County
10957,9942,"Moniteau County, MO",2393,2011,29,135,14.5,2085,7.7, MO,Moniteau County
10958,5640,"Monroe County, MO",1356,2011,29,137,15.6,1342,9.9, MO,Monroe County
10959,7841,"Montgomery County, MO",1926,2011,29,139,16.9,1999,9.9, MO,Montgomery County
10960,12261,"Morgan County, MO",3502,2011,29,141,22,4425,12.6, MO,Morgan County
10961,12978,"New Madrid County, MO",2596,2011,29,143,22.5,4140,9.7, MO,New Madrid County
10962,39317,"Newton County, MO",9544,2011,29,145,16.1,9194,8.0, MO,Newton County
10963,14485,"Nodaway County, MO",2577,2011,29,147,25,4990,6.9, MO,Nodaway County
10964,6892,"Oregon County, MO",1952,2011,29,149,27.2,2949,9.8, MO,Oregon County
10965,9615,"Osage County, MO",1885,2011,29,151,10.7,1444,6.2, MO,Osage County
10966,5579,"Ozark County, MO",1736,2011,29,153,24,2283,11.8, MO,Ozark County
10967,13030,"Pemiscot County, MO",2381,2011,29,155,30.1,5390,11.7, MO,Pemiscot County
10968,13452,"Perry County, MO",2485,2011,29,157,13.4,2506,6.7, MO,Perry County
10969,28506,"Pettis County, MO",6980,2011,29,159,18.4,7572,8.3, MO,Pettis County
10970,29745,"Phelps County, MO",6536,2011,29,161,18.1,7611,8.4, MO,Phelps County
10971,11268,"Pike County, MO",2418,2011,29,163,20.5,3356,8.3, MO,Pike County
10972,70787,"Platte County, MO",8247,2011,29,165,7.3,6572,6.9, MO,Platte County
10973,20152,"Polk County, MO",4751,2011,29,167,20.2,6001,9.3, MO,Polk County
10974,32594,"Pulaski County, MO",6830,2011,29,169,13.3,5709,8.7, MO,Pulaski County
10975,3093,"Putnam County, MO",776,2011,29,171,18.8,925,6.8, MO,Putnam County
10976,7126,"Ralls County, MO",1364,2011,29,173,12,1232,7.5, MO,Ralls County
10977,16159,"Randolph County, MO",3343,2011,29,175,18.8,4296,10.5, MO,Randolph County
10978,16710,"Ray County, MO",2853,2011,29,177,12.1,2774,9.3, MO,Ray County
10979,4165,"Reynolds County, MO",1010,2011,29,179,26.9,1738,13.2, MO,Reynolds County
10980,9170,"Ripley County, MO",2344,2011,29,181,25.9,3622,12.0, MO,Ripley County
10981,284231,"St. Charles County, MO",31102,2011,29,183,6,21625,6.9, MO,St. Charles County
10982,5792,"St. Clair County, MO",1461,2011,29,185,24.1,2267,10.1, MO,St. Clair County
10983,12676,"Ste. Genevieve County, MO",2320,2011,29,186,12.1,2161,9.3, MO,Ste. Genevieve County
10984,42358,"St. Francois County, MO",7909,2011,29,187,20.6,12140,10.8, MO,St. Francois County
10985,723534,"St. Louis County, MO",105356,2011,29,189,11.9,116470,7.8, MO,St. Louis County
10986,15227,"Saline County, MO",3355,2011,29,195,18.2,3990,8.0, MO,Saline County
10987,2737,"Schuyler County, MO",759,2011,29,197,20.5,880,9.1, MO,Schuyler County
10988,3091,"Scotland County, MO",861,2011,29,199,17.1,810,6.6, MO,Scotland County
10989,27647,"Scott County, MO",5277,2011,29,201,19.2,7405,8.8, MO,Scott County
10990,5413,"Shannon County, MO",1521,2011,29,203,28.8,2402,13.1, MO,Shannon County
10991,4058,"Shelby County, MO",916,2011,29,205,18.6,1128,7.2, MO,Shelby County
10992,19899,"Stoddard County, MO",4358,2011,29,207,16.6,4853,10.0, MO,Stoddard County
10993,18817,"Stone County, MO",5142,2011,29,209,19.8,6327,12.6, MO,Stone County
10994,4291,"Sullivan County, MO",1236,2011,29,211,16.4,1078,8.4, MO,Sullivan County
10995,32788,"Taney County, MO",9094,2011,29,213,19.7,10057,13.2, MO,Taney County
10996,15613,"Texas County, MO",3958,2011,29,215,21.9,5261,9.7, MO,Texas County
10997,13808,"Vernon County, MO",3141,2011,29,217,20.5,4130,7.2, MO,Vernon County
10998,23238,"Warren County, MO",4041,2011,29,219,12.8,4122,9.1, MO,Warren County
10999,16974,"Washington County, MO",3706,2011,29,221,26.6,6336,12.2, MO,Washington County
11000,8314,"Wayne County, MO",2206,2011,29,223,25.7,3423,10.1, MO,Wayne County
11001,24019,"Webster County, MO",6735,2011,29,225,19.7,6994,8.9, MO,Webster County
11002,1282,"Worth County, MO",341,2011,29,227,15.9,332,5.7, MO,Worth County
11003,12139,"Wright County, MO",3191,2011,29,229,28.7,5299,9.8, MO,Wright County
11004,218761,"St. Louis city, MO",56450,2011,29,510,27.2,83819,10.3, MO,St. Louis city
11005,5386,"Beaverhead County, MT",1803,2011,30,001,17.2,1507,6.1, MT,Beaverhead County
11006,8222,"Big Horn County, MT",3570,2011,30,003,28.6,3709,12.0, MT,Big Horn County
11007,3931,"Blaine County, MT",1768,2011,30,005,24.2,1568,7.1, MT,Blaine County
11008,3591,"Broadwater County, MT",1077,2011,30,007,12.9,731,7.4, MT,Broadwater County
11009,6279,"Carbon County, MT",1777,2011,30,009,12.2,1212,5.7, MT,Carbon County
11010,604,"Carter County, MT",260,2011,30,011,17.4,198,3.9, MT,Carter County
11011,53986,"Cascade County, MT",13268,2011,30,013,15.3,12154,6.4, MT,Cascade County
11012,3440,"Chouteau County, MT",1298,2011,30,015,17.9,1028,4.6, MT,Chouteau County
11013,7635,"Custer County, MT",1827,2011,30,017,14.2,1612,4.1, MT,Custer County
11014,1048,"Daniels County, MT",279,2011,30,019,10.2,175,3.5, MT,Daniels County
11015,5781,"Dawson County, MT",1248,2011,30,021,12.2,1040,3.7, MT,Dawson County
11016,5533,"Deer Lodge County, MT",1377,2011,30,023,17.1,1487,6.2, MT,Deer Lodge County
11017,1978,"Fallon County, MT",454,2011,30,025,8.5,248,2.6, MT,Fallon County
11018,6726,"Fergus County, MT",2058,2011,30,027,13.1,1467,6.1, MT,Fergus County
11019,58632,"Flathead County, MT",18217,2011,30,029,12.3,11134,10.9, MT,Flathead County
11020,64273,"Gallatin County, MT",15204,2011,30,031,12.5,10998,6.0, MT,Gallatin County
11021,665,"Garfield County, MT",328,2011,30,033,20,251,3.9, MT,Garfield County
11022,8561,"Glacier County, MT",3637,2011,30,035,31.2,4162,11.4, MT,Glacier County
11023,460,"Golden Valley County, MT",194,2011,30,037,23.5,196,5.1, MT,Golden Valley County
11024,1709,"Granite County, MT",595,2011,30,039,15,455,9.1, MT,Granite County
11025,10850,"Hill County, MT",3249,2011,30,041,18.9,3024,6.3, MT,Hill County
11026,7882,"Jefferson County, MT",1642,2011,30,043,10.1,1128,6.3, MT,Jefferson County
11027,1102,"Judith Basin County, MT",459,2011,30,045,16.2,325,6.2, MT,Judith Basin County
11028,17056,"Lake County, MT",6776,2011,30,047,22.8,6532,9.1, MT,Lake County
11029,45596,"Lewis and Clark County, MT",8416,2011,30,049,10.8,6781,5.3, MT,Lewis and Clark County
11030,1445,"Liberty County, MT",443,2011,30,051,22,507,4.0, MT,Liberty County
11031,11357,"Lincoln County, MT",3859,2011,30,053,22.2,4297,14.8, MT,Lincoln County
11032,997,"McCone County, MT",325,2011,30,055,16.1,272,3.0, MT,McCone County
11033,4406,"Madison County, MT",1562,2011,30,057,12.2,925,7.3, MT,Madison County
11034,1035,"Meagher County, MT",394,2011,30,059,19.8,364,7.4, MT,Meagher County
11035,2402,"Mineral County, MT",831,2011,30,061,17.7,737,12.1, MT,Mineral County
11036,73751,"Missoula County, MT",20252,2011,30,063,17,18194,6.7, MT,Missoula County
11037,2914,"Musselshell County, MT",921,2011,30,065,17.6,820,6.6, MT,Musselshell County
11038,9875,"Park County, MT",2815,2011,30,067,12,1844,8.3, MT,Park County
11039,283,"Petroleum County, MT",108,2011,30,069,18.3,90,5.7, MT,Petroleum County
11040,2393,"Phillips County, MT",957,2011,30,071,16.2,680,6.9, MT,Phillips County
11041,3721,"Pondera County, MT",1295,2011,30,073,19.2,1163,6.0, MT,Pondera County
11042,969,"Powder River County, MT",372,2011,30,075,13.9,235,4.7, MT,Powder River County
11043,3445,"Powell County, MT",988,2011,30,077,19.7,1090,7.7, MT,Powell County
11044,637,"Prairie County, MT",197,2011,30,079,13.4,152,5.5, MT,Prairie County
11045,24812,"Ravalli County, MT",7311,2011,30,081,15.3,6133,9.0, MT,Ravalli County
11046,6919,"Richland County, MT",1741,2011,30,083,9.7,983,3.1, MT,Richland County
11047,6909,"Roosevelt County, MT",2482,2011,30,085,26.9,2781,7.1, MT,Roosevelt County
11048,6273,"Rosebud County, MT",2004,2011,30,087,18.8,1749,7.3, MT,Rosebud County
11049,6113,"Sanders County, MT",2611,2011,30,089,18.1,2041,13.4, MT,Sanders County
11050,2097,"Sheridan County, MT",563,2011,30,091,10.8,368,3.6, MT,Sheridan County
11051,22558,"Silver Bow County, MT",5403,2011,30,093,17.2,5759,6.6, MT,Silver Bow County
11052,6346,"Stillwater County, MT",1227,2011,30,095,10.4,941,5.2, MT,Stillwater County
11053,2215,"Sweet Grass County, MT",594,2011,30,097,11.8,420,4.7, MT,Sweet Grass County
11054,3626,"Teton County, MT",1147,2011,30,099,15.2,897,5.7, MT,Teton County
11055,2965,"Toole County, MT",836,2011,30,101,18.4,830,4.7, MT,Toole County
11056,411,"Treasure County, MT",134,2011,30,103,12.5,91,5.6, MT,Treasure County
11057,4499,"Valley County, MT",1440,2011,30,105,15.3,1131,4.7, MT,Valley County
11058,1230,"Wheatland County, MT",441,2011,30,107,19,393,8.0, MT,Wheatland County
11059,557,"Wibaux County, MT",184,2011,30,109,11.8,113,4.2, MT,Wibaux County
11060,101370,"Yellowstone County, MT",24710,2011,30,111,13,19058,5.5, MT,Yellowstone County
11061,21542,"Adams County, NE",3483,2011,31,001,13.7,4078,4.3, NE,Adams County
11062,4386,"Antelope County, NE",802,2011,31,003,14.1,923,3.6, NE,Antelope County
11063,306,"Arthur County, NE",65,2011,31,005,11.5,54,6.1, NE,Arthur County
11064,423,"Banner County, NE",99,2011,31,007,12.9,88,4.6, NE,Banner County
11065,285,"Blaine County, NE",86,2011,31,009,17.5,83,5.4, NE,Blaine County
11066,3705,"Boone County, NE",519,2011,31,011,11.1,589,3.7, NE,Boone County
11067,8339,"Box Butte County, NE",1207,2011,31,013,16.9,1886,4.2, NE,Box Butte County
11068,1224,"Boyd County, NE",282,2011,31,015,13.8,281,3.8, NE,Boyd County
11069,1898,"Brown County, NE",425,2011,31,017,13.7,421,4.6, NE,Brown County
11070,34104,"Buffalo County, NE",4876,2011,31,019,12,5327,3.5, NE,Buffalo County
11071,4438,"Burt County, NE",762,2011,31,021,10.8,720,5.7, NE,Burt County
11072,5900,"Butler County, NE",690,2011,31,023,9.3,754,3.8, NE,Butler County
11073,19217,"Cass County, NE",2126,2011,31,025,7.7,1913,5.2, NE,Cass County
11074,5918,"Cedar County, NE",996,2011,31,027,9.8,840,3.3, NE,Cedar County
11075,2628,"Chase County, NE",546,2011,31,029,10.2,401,2.4, NE,Chase County
11076,3715,"Cherry County, NE",816,2011,31,031,15.6,886,3.0, NE,Cherry County
11077,7455,"Cheyenne County, NE",912,2011,31,033,11.5,1130,3.0, NE,Cheyenne County
11078,4510,"Clay County, NE",746,2011,31,035,11.3,722,4.1, NE,Clay County
11079,7170,"Colfax County, NE",1923,2011,31,037,12,1252,3.9, NE,Colfax County
11080,6077,"Cuming County, NE",1129,2011,31,039,9,815,3.4, NE,Cuming County
11081,7247,"Custer County, NE",1313,2011,31,041,13.9,1490,3.4, NE,Custer County
11082,14661,"Dakota County, NE",3575,2011,31,043,12.9,2664,5.9, NE,Dakota County
11083,5652,"Dawes County, NE",1196,2011,31,045,20.2,1679,3.9, NE,Dawes County
11084,16472,"Dawson County, NE",4124,2011,31,047,13,3114,5.0, NE,Dawson County
11085,1279,"Deuel County, NE",239,2011,31,049,13.1,257,3.5, NE,Deuel County
11086,4116,"Dixon County, NE",742,2011,31,051,9.8,574,4.6, NE,Dixon County
11087,25030,"Dodge County, NE",4252,2011,31,053,11.6,4120,4.9, NE,Dodge County
11088,395200,"Douglas County, NE",62769,2011,31,055,14.6,74975,4.9, NE,Douglas County
11089,1243,"Dundy County, NE",257,2011,31,057,14.7,285,2.9, NE,Dundy County
11090,3833,"Fillmore County, NE",584,2011,31,059,10,563,3.5, NE,Fillmore County
11091,2054,"Franklin County, NE",364,2011,31,061,13.2,415,4.2, NE,Franklin County
11092,1748,"Frontier County, NE",308,2011,31,063,12,310,3.6, NE,Frontier County
11093,3206,"Furnas County, NE",581,2011,31,065,14.3,691,3.7, NE,Furnas County
11094,15533,"Gage County, NE",1974,2011,31,067,10.3,2241,5.8, NE,Gage County
11095,1227,"Garden County, NE",245,2011,31,069,15.9,322,3.6, NE,Garden County
11096,1153,"Garfield County, NE",303,2011,31,071,14.3,285,3.4, NE,Garfield County
11097,1366,"Gosper County, NE",197,2011,31,073,9.1,179,3.5, NE,Gosper County
11098,426,"Grant County, NE",84,2011,31,075,12.1,76,3.3, NE,Grant County
11099,1597,"Greeley County, NE",333,2011,31,077,15.8,389,3.9, NE,Greeley County
11100,41933,"Hall County, NE",8804,2011,31,079,14.4,8410,4.5, NE,Hall County
11101,6712,"Hamilton County, NE",767,2011,31,081,8.2,732,3.8, NE,Hamilton County
11102,2218,"Harlan County, NE",390,2011,31,083,12.8,429,3.3, NE,Harlan County
11103,589,"Hayes County, NE",166,2011,31,085,15.3,146,3.1, NE,Hayes County
11104,1822,"Hitchcock County, NE",369,2011,31,087,16.3,460,4.9, NE,Hitchcock County
11105,7005,"Holt County, NE",1222,2011,31,089,13.6,1388,3.4, NE,Holt County
11106,450,"Hooker County, NE",93,2011,31,091,10.4,73,4.7, NE,Hooker County
11107,4426,"Howard County, NE",687,2011,31,093,10.8,677,4.1, NE,Howard County
11108,5076,"Jefferson County, NE",774,2011,31,095,11.2,827,4.3, NE,Jefferson County
11109,2872,"Johnson County, NE",505,2011,31,097,12.7,540,4.8, NE,Johnson County
11110,4756,"Kearney County, NE",587,2011,31,099,9.1,591,3.2, NE,Kearney County
11111,5404,"Keith County, NE",1004,2011,31,101,13.3,1097,4.1, NE,Keith County
11112,471,"Keya Paha County, NE",126,2011,31,103,21.7,176,3.0, NE,Keya Paha County
11113,2428,"Kimball County, NE",473,2011,31,105,15.5,575,3.6, NE,Kimball County
11114,5369,"Knox County, NE",1192,2011,31,107,15.2,1261,3.9, NE,Knox County
11115,215809,"Lancaster County, NE",29315,2011,31,109,14.5,40144,4.0, NE,Lancaster County
11116,26545,"Lincoln County, NE",3491,2011,31,111,12.8,4537,4.4, NE,Lincoln County
11117,513,"Logan County, NE",110,2011,31,113,12.2,92,3.5, NE,Logan County
11118,397,"Loup County, NE",81,2011,31,115,18.3,111,4.8, NE,Loup County
11119,374,"McPherson County, NE",73,2011,31,117,14.4,79,2.5, NE,McPherson County
11120,24814,"Madison County, NE",4291,2011,31,119,15.7,5312,4.1, NE,Madison County
11121,5371,"Merrick County, NE",830,2011,31,121,10.9,823,4.3, NE,Merrick County
11122,3396,"Morrill County, NE",620,2011,31,123,16.4,806,3.4, NE,Morrill County
11123,2515,"Nance County, NE",466,2011,31,125,14.2,515,3.7, NE,Nance County
11124,4847,"Nemaha County, NE",701,2011,31,127,12.7,861,5.0, NE,Nemaha County
11125,2792,"Nuckolls County, NE",473,2011,31,129,13,573,3.6, NE,Nuckolls County
11126,11222,"Otoe County, NE",1508,2011,31,131,9.9,1532,5.1, NE,Otoe County
11127,1714,"Pawnee County, NE",304,2011,31,133,14.3,384,3.8, NE,Pawnee County
11128,2004,"Perkins County, NE",328,2011,31,135,11.3,328,2.9, NE,Perkins County
11129,6530,"Phelps County, NE",779,2011,31,137,9.8,873,3.7, NE,Phelps County
11130,5034,"Pierce County, NE",803,2011,31,139,9.9,701,3.5, NE,Pierce County
11131,23351,"Platte County, NE",3959,2011,31,141,10.4,3322,4.2, NE,Platte County
11132,3727,"Polk County, NE",521,2011,31,143,8.7,454,3.4, NE,Polk County
11133,7533,"Red Willow County, NE",1115,2011,31,145,11.4,1217,3.5, NE,Red Willow County
11134,5366,"Richardson County, NE",1007,2011,31,147,14.4,1174,6.0, NE,Richardson County
11135,867,"Rock County, NE",257,2011,31,149,17.3,252,2.7, NE,Rock County
11136,9577,"Saline County, NE",1790,2011,31,151,11.1,1469,4.7, NE,Saline County
11137,133602,"Sarpy County, NE",13607,2011,31,153,6.6,10632,4.2, NE,Sarpy County
11138,15534,"Saunders County, NE",1800,2011,31,155,8.2,1672,4.6, NE,Saunders County
11139,25556,"Scotts Bluff County, NE",4655,2011,31,157,16.9,6132,5.0, NE,Scotts Bluff County
11140,11767,"Seward County, NE",1210,2011,31,159,8,1232,3.8, NE,Seward County
11141,3407,"Sheridan County, NE",754,2011,31,161,16.6,875,3.6, NE,Sheridan County
11142,1957,"Sherman County, NE",379,2011,31,163,13.8,419,4.3, NE,Sherman County
11143,857,"Sioux County, NE",175,2011,31,165,17.2,229,3.4, NE,Sioux County
11144,4603,"Stanton County, NE",640,2011,31,167,9.4,574,3.7, NE,Stanton County
11145,3318,"Thayer County, NE",477,2011,31,169,11.3,563,3.3, NE,Thayer County
11146,435,"Thomas County, NE",109,2011,31,171,15.2,108,5.2, NE,Thomas County
11147,4995,"Thurston County, NE",1173,2011,31,173,23.2,1605,10.2, NE,Thurston County
11148,2717,"Valley County, NE",475,2011,31,175,12.6,525,4.0, NE,Valley County
11149,15409,"Washington County, NE",1512,2011,31,177,7.3,1433,4.4, NE,Washington County
11150,6042,"Wayne County, NE",930,2011,31,179,14.4,1187,3.5, NE,Wayne County
11151,2397,"Webster County, NE",412,2011,31,181,14.4,524,4.6, NE,Webster County
11152,530,"Wheeler County, NE",120,2011,31,183,15.4,125,3.2, NE,Wheeler County
11153,9341,"York County, NE",1235,2011,31,185,11.1,1433,4.3, NE,York County
11154,16103,"Churchill County, NV",4480,2011,32,001,12.9,3127,12.4, NV,Churchill County
11155,1307064,"Clark County, NV",411710,2011,32,003,16.8,326579,13.2, NV,Clark County
11156,29454,"Douglas County, NV",7156,2011,32,005,9.9,4600,13.2, NV,Douglas County
11157,34764,"Elko County, NV",9764,2011,32,007,10.7,5211,7.2, NV,Elko County
11158,383,"Esmeralda County, NV",193,2011,32,009,17.9,139,7.9, NV,Esmeralda County
11159,1386,"Eureka County, NV",321,2011,32,011,9.6,190,6.9, NV,Eureka County
11160,11260,"Humboldt County, NV",3549,2011,32,013,11.2,1842,7.8, NV,Humboldt County
11161,4080,"Lander County, NV",1031,2011,32,015,10.4,607,8.8, NV,Lander County
11162,3057,"Lincoln County, NV",1041,2011,32,017,14.1,714,11.2, NV,Lincoln County
11163,33033,"Lyon County, NV",9819,2011,32,019,12.7,6508,16.7, NV,Lyon County
11164,2734,"Mineral County, NV",816,2011,32,021,17.8,808,14.0, NV,Mineral County
11165,25196,"Nye County, NV",7417,2011,32,023,16.5,7111,16.8, NV,Nye County
11166,3026,"Pershing County, NV",1131,2011,32,027,19.3,974,10.8, NV,Pershing County
11167,2423,"Storey County, NV",684,2011,32,029,8.9,346,15.7, NV,Storey County
11168,277988,"Washoe County, NV",89866,2011,32,031,13.2,55543,12.6, NV,Washoe County
11169,5946,"White Pine County, NV",1441,2011,32,033,14.1,1245,8.7, NV,White Pine County
11170,32712,"Carson City, NV",10080,2011,32,510,14.8,7651,13.2, NV,Carson City
11171,42451,"Belknap County, NH",7264,2011,33,001,10.4,6191,5.5, NH,Belknap County
11172,30998,"Carroll County, NH",6421,2011,33,003,10.9,5135,5.4, NH,Carroll County
11173,53097,"Cheshire County, NH",8284,2011,33,005,10.6,7649,5.0, NH,Cheshire County
11174,21263,"Coos County, NH",4252,2011,33,007,14.6,4555,7.3, NH,Coos County
